date,avg discharge (cfs),outflow(m3/d)
1986-04-01 00:00:00+00:00,0.0,0.0
1986-04-02 00:00:00+00:00,0.0,0.0
1986-04-03 00:00:00+00:00,0.0,0.0
1986-04-04 00:00:00+00:00,0.0,0.0
1986-04-05 00:00:00+00:00,0.0,0.0
1986-04-06 00:00:00+00:00,0.0,0.0
1986-04-07 00:00:00+00:00,0.0,0.0
1986-04-08 00:00:00+00:00,0.0,0.0
1986-04-09 00:00:00+00:00,0.0,0.0
1986-04-10 00:00:00+00:00,0.0,0.0
1986-04-11 00:00:00+00:00,0.59,1443.4771967999998
1986-04-12 00:00:00+00:00,1.15,2813.557248
1986-04-13 00:00:00+00:00,2.36,5773.908787199999
1986-04-14 00:00:00+00:00,2.79,6825.9345408
1986-04-15 00:00:00+00:00,2.66,6507.8802432
1986-04-16 00:00:00+00:00,2.58,6312.1545216
1986-04-17 00:00:00+00:00,1.57,3841.1172864
1986-04-18 00:00:00+00:00,0.0,0.0
1986-04-19 00:00:00+00:00,0.0,0.0
1986-04-20 00:00:00+00:00,0.92,2250.8457984
1986-04-21 00:00:00+00:00,1.64,4012.3772928
1986-04-22 00:00:00+00:00,2.03,4966.5401856
1986-04-23 00:00:00+00:00,3.09,7559.9059968
1986-04-24 00:00:00+00:00,4.08,9982.0118016
1986-04-25 00:00:00+00:00,4.3,10520.257536
1986-04-26 00:00:00+00:00,5.45,13333.814784
1986-04-27 00:00:00+00:00,5.97,14606.0319744
1986-04-28 00:00:00+00:00,5.61,13725.2662272
1986-04-29 00:00:00+00:00,5.8,14190.114816
1986-04-30 00:00:00+00:00,5.41,13235.9519232
1986-05-01 00:00:00+00:00,4.22,10324.5318144
1986-05-02 00:00:00+00:00,3.78,9248.0403456
1986-05-03 00:00:00+00:00,3.16,7731.1660032
1986-05-04 00:00:00+00:00,3.27,8000.288870400001
1986-05-05 00:00:00+00:00,4.27,10446.8603904
1986-05-06 00:00:00+00:00,7.35,17982.300671999998
1986-05-07 00:00:00+00:00,6.89,16856.8777728
1986-05-08 00:00:00+00:00,5.79,14165.6491008
1986-05-09 00:00:00+00:00,3.87,9468.2317824
1986-05-10 00:00:00+00:00,3.98,9737.3546496
1986-05-11 00:00:00+00:00,3.72,9101.2460544
1986-05-12 00:00:00+00:00,3.74,9150.1774848
1986-05-13 00:00:00+00:00,4.18,10226.6689536
1986-05-14 00:00:00+00:00,4.58,11205.2975616
1986-05-15 00:00:00+00:00,3.82,9345.9032064
1986-05-16 00:00:00+00:00,3.82,9345.9032064
1986-05-17 00:00:00+00:00,3.81,9321.4374912
1986-05-18 00:00:00+00:00,3.62,8856.5889024
1986-05-19 00:00:00+00:00,3.82,9345.9032064
1986-05-20 00:00:00+00:00,3.63,8881.0546176
1986-05-21 00:00:00+00:00,4.06,9933.0803712
1986-05-22 00:00:00+00:00,5.02,12281.7890304
1986-05-23 00:00:00+00:00,6.13,14997.4834176
1986-05-24 00:00:00+00:00,5.29,12942.3633408
1986-05-25 00:00:00+00:00,5.08,12428.5833216
1986-05-26 00:00:00+00:00,4.79,11719.077580800002
1986-05-27 00:00:00+00:00,3.76,9199.1089152
1986-05-28 00:00:00+00:00,2.8,6850.400255999999
1986-05-29 00:00:00+00:00,2.8,6850.400255999999
1986-05-30 00:00:00+00:00,2.71,6630.2088192
1986-05-31 00:00:00+00:00,2.56,6263.2230912
1986-06-01 00:00:00+00:00,2.8,6850.400255999999
1986-06-02 00:00:00+00:00,3.27,8000.288870400001
1986-06-03 00:00:00+00:00,3.55,8685.328895999999
1986-06-04 00:00:00+00:00,3.83,9370.3689216
1986-06-05 00:00:00+00:00,3.95,9663.957504
1986-06-06 00:00:00+00:00,4.31,10544.7232512
1986-06-07 00:00:00+00:00,3.84,9394.8346368
1986-06-08 00:00:00+00:00,3.56,8709.794611199999
1986-06-09 00:00:00+00:00,4.05,9908.614656
1986-06-10 00:00:00+00:00,3.53,8636.3974656
1986-06-11 00:00:00+00:00,3.57,8734.260326399999
1986-06-12 00:00:00+00:00,3.3,8073.686016
1986-06-13 00:00:00+00:00,3.25,7951.357440000001
1986-06-14 00:00:00+00:00,3.63,8881.0546176
1986-06-15 00:00:00+00:00,3.86,9443.7660672
1986-06-16 00:00:00+00:00,3.98,9737.3546496
1986-06-17 00:00:00+00:00,3.67,8978.9174784
1986-06-18 00:00:00+00:00,3.43,8391.740313600001
1986-06-19 00:00:00+00:00,3.54,8660.8631808
1986-06-20 00:00:00+00:00,3.69,9027.8489088
1986-06-21 00:00:00+00:00,3.82,9345.9032064
1986-06-22 00:00:00+00:00,3.84,9394.8346368
1986-06-23 00:00:00+00:00,4.46,10911.7089792
1986-06-24 00:00:00+00:00,4.0,9786.28608
1986-06-25 00:00:00+00:00,3.69,9027.8489088
1986-06-26 00:00:00+00:00,3.62,8856.5889024
1986-06-27 00:00:00+00:00,4.27,10446.8603904
1986-06-28 00:00:00+00:00,4.55,11131.900416
1986-06-29 00:00:00+00:00,5.54,13554.0062208
1986-06-30 00:00:00+00:00,4.74,11596.7490048
1986-07-01 00:00:00+00:00,4.64,11352.091852799998
1986-07-02 00:00:00+00:00,4.63,11327.6261376
1986-07-03 00:00:00+00:00,4.62,11303.1604224
1986-07-04 00:00:00+00:00,6.0,14679.42912
1986-07-05 00:00:00+00:00,6.44,15755.9205888
1986-07-06 00:00:00+00:00,4.83,11816.940441600002
1986-07-07 00:00:00+00:00,3.94,9639.4917888
1986-07-08 00:00:00+00:00,3.83,9370.3689216
1986-07-09 00:00:00+00:00,3.13,7657.7688576
1986-07-10 00:00:00+00:00,3.15,7706.700288
1986-07-11 00:00:00+00:00,3.31,8098.1517312
1986-07-12 00:00:00+00:00,2.95,7217.385984
1986-07-13 00:00:00+00:00,3.27,8000.288870400001
1986-07-14 00:00:00+00:00,2.9,7095.057408
1986-07-15 00:00:00+00:00,2.75,6728.07168
1986-07-16 00:00:00+00:00,2.57,6287.6888064
1986-07-17 00:00:00+00:00,2.69,6581.2773888
1986-07-18 00:00:00+00:00,2.65,6483.414528
1986-07-19 00:00:00+00:00,2.67,6532.3459584
1986-07-20 00:00:00+00:00,2.58,6312.1545216
1986-07-21 00:00:00+00:00,2.7,6605.743104
1986-07-22 00:00:00+00:00,2.76,6752.537395199999
1986-07-23 00:00:00+00:00,2.66,6507.8802432
1986-07-24 00:00:00+00:00,2.5,6116.4288
1986-07-25 00:00:00+00:00,2.62,6410.017382399999
1986-07-26 00:00:00+00:00,2.91,7119.523123200001
1986-07-27 00:00:00+00:00,2.98,7290.783129599999
1986-07-28 00:00:00+00:00,3.12,7633.3031424
1986-07-29 00:00:00+00:00,3.08,7535.4402816
1986-07-30 00:00:00+00:00,2.79,6825.9345408
1986-07-31 00:00:00+00:00,2.55,6238.757376
1986-08-01 00:00:00+00:00,2.45,5994.100224000001
1986-08-02 00:00:00+00:00,2.42,5920.703078399999
1986-08-03 00:00:00+00:00,2.37,5798.3745024
1986-08-04 00:00:00+00:00,2.42,5920.703078399999
1986-08-05 00:00:00+00:00,2.29,5602.6487808
1986-08-06 00:00:00+00:00,2.27,5553.7173504
1986-08-07 00:00:00+00:00,2.53,6189.8259456
1986-08-08 00:00:00+00:00,2.67,6532.3459584
1986-08-09 00:00:00+00:00,3.04,7437.577420799999
1986-08-10 00:00:00+00:00,3.38,8269.4117376
1986-08-11 00:00:00+00:00,3.52,8611.9317504
1986-08-12 00:00:00+00:00,2.86,6997.194547199999
1986-08-13 00:00:00+00:00,2.87,7021.660262400001
1986-08-14 00:00:00+00:00,2.88,7046.1259776
1986-08-15 00:00:00+00:00,2.36,5773.908787199999
1986-08-16 00:00:00+00:00,2.58,6312.1545216
1986-08-17 00:00:00+00:00,2.88,7046.1259776
1986-08-18 00:00:00+00:00,2.87,7021.660262400001
1986-08-19 00:00:00+00:00,2.84,6948.263116799999
1986-08-20 00:00:00+00:00,3.03,7413.111705599999
1986-08-21 00:00:00+00:00,3.09,7559.9059968
1986-08-22 00:00:00+00:00,2.89,7070.591692800001
1986-08-23 00:00:00+00:00,2.59,6336.6202368
1986-08-24 00:00:00+00:00,2.58,6312.1545216
1986-08-25 00:00:00+00:00,2.48,6067.4973696
1986-08-26 00:00:00+00:00,2.31,5651.5802112
1986-08-27 00:00:00+00:00,2.39,5847.3059328
1986-08-28 00:00:00+00:00,2.33,5700.5116416
1986-08-29 00:00:00+00:00,2.59,6336.6202368
1986-08-30 00:00:00+00:00,2.96,7241.851699199999
1986-08-31 00:00:00+00:00,2.91,7119.523123200001
1986-09-01 00:00:00+00:00,2.68,6556.8116736
1986-09-02 00:00:00+00:00,2.7,6605.743104
1986-09-03 00:00:00+00:00,2.9,7095.057408
1986-09-04 00:00:00+00:00,2.52,6165.3602304
1986-09-05 00:00:00+00:00,2.46,6018.5659392
1986-09-06 00:00:00+00:00,2.41,5896.237363200001
1986-09-07 00:00:00+00:00,2.3,5627.114495999999
1986-09-08 00:00:00+00:00,2.92,7143.9888384
1986-09-09 00:00:00+00:00,3.88,9492.6974976
1986-09-10 00:00:00+00:00,4.56,11156.3661312
1986-09-11 00:00:00+00:00,4.94,12086.0633088
1986-09-12 00:00:00+00:00,4.87,11914.8033024
1986-09-13 00:00:00+00:00,5.33,13040.2262016
1986-09-14 00:00:00+00:00,5.47,13382.7462144
1986-09-15 00:00:00+00:00,5.46,13358.2804992
1986-09-16 00:00:00+00:00,5.82,14239.0462464
1986-09-17 00:00:00+00:00,6.39,15633.592012799998
1986-09-18 00:00:00+00:00,6.14,15021.9491328
1986-09-19 00:00:00+00:00,6.19,15144.2777088
1986-09-20 00:00:00+00:00,6.4,15658.057728
1986-09-21 00:00:00+00:00,6.67,16318.6320384
1986-09-22 00:00:00+00:00,6.08,14875.1548416
1986-09-23 00:00:00+00:00,5.97,14606.0319744
1986-09-24 00:00:00+00:00,6.46,15804.8520192
1986-09-25 00:00:00+00:00,6.37,15584.6605824
1986-09-26 00:00:00+00:00,6.31,15437.8662912
1986-09-27 00:00:00+00:00,5.49,13431.6776448
1986-09-28 00:00:00+00:00,5.78,14141.1833856
1986-09-29 00:00:00+00:00,5.58,13651.8690816
1986-09-30 00:00:00+00:00,6.34,15511.2634368
1986-10-01 00:00:00+00:00,6.64,16245.2348928
1986-10-02 00:00:00+00:00,7.52,18398.2178304
1986-10-03 00:00:00+00:00,7.93,19401.3121536
1986-10-04 00:00:00+00:00,7.56,18496.0806912
1986-10-05 00:00:00+00:00,6.54,16000.5777408
1986-10-06 00:00:00+00:00,5.73,14018.8548096
1986-10-07 00:00:00+00:00,5.17,12648.7747584
1986-10-08 00:00:00+00:00,4.77,11670.146150399998
1986-10-09 00:00:00+00:00,5.64,13798.663372799998
1986-10-10 00:00:00+00:00,5.73,14018.8548096
1986-10-11 00:00:00+00:00,5.4,13211.486208
1986-10-12 00:00:00+00:00,5.86,14336.9091072
1986-10-13 00:00:00+00:00,6.65,16269.700608
1986-10-14 00:00:00+00:00,6.71,16416.4948992
1986-10-15 00:00:00+00:00,7.1,17370.657791999998
1986-10-16 00:00:00+00:00,2.66,6507.8802432
1986-10-17 00:00:00+00:00,0.0,0.0
1986-10-18 00:00:00+00:00,0.0,0.0
1986-10-19 00:00:00+00:00,0.0,0.0
1986-10-20 00:00:00+00:00,0.0,0.0
1986-10-21 00:00:00+00:00,0.0,0.0
1986-10-22 00:00:00+00:00,0.0,0.0
1986-10-23 00:00:00+00:00,0.0,0.0
1986-10-24 00:00:00+00:00,0.0,0.0
1986-10-25 00:00:00+00:00,0.0,0.0
1986-10-26 00:00:00+00:00,0.0,0.0
1986-10-27 00:00:00+00:00,0.0,0.0
1986-10-28 00:00:00+00:00,0.0,0.0
1986-10-29 00:00:00+00:00,0.0,0.0
1986-10-30 00:00:00+00:00,0.0,0.0
1986-10-31 00:00:00+00:00,0.0,0.0
1987-03-01 00:00:00+00:00,0.0,0.0
1987-03-02 00:00:00+00:00,0.0,0.0
1987-03-03 00:00:00+00:00,0.0,0.0
1987-03-04 00:00:00+00:00,0.0,0.0
1987-03-05 00:00:00+00:00,0.0,0.0
1987-03-06 00:00:00+00:00,0.0,0.0
1987-03-07 00:00:00+00:00,0.0,0.0
1987-03-08 00:00:00+00:00,0.0,0.0
1987-03-09 00:00:00+00:00,0.0,0.0
1987-03-10 00:00:00+00:00,0.0,0.0
1987-03-11 00:00:00+00:00,0.0,0.0
1987-03-12 00:00:00+00:00,0.0,0.0
1987-03-13 00:00:00+00:00,0.0,0.0
1987-03-14 00:00:00+00:00,0.0,0.0
1987-03-15 00:00:00+00:00,0.0,0.0
1987-03-16 00:00:00+00:00,0.0,0.0
1987-03-17 00:00:00+00:00,0.0,0.0
1987-03-18 00:00:00+00:00,0.0,0.0
1987-03-19 00:00:00+00:00,0.0,0.0
1987-03-20 00:00:00+00:00,0.0,0.0
1987-03-21 00:00:00+00:00,0.0,0.0
1987-03-22 00:00:00+00:00,0.0,0.0
1987-03-23 00:00:00+00:00,0.0,0.0
1987-03-24 00:00:00+00:00,0.0,0.0
1987-03-25 00:00:00+00:00,0.0,0.0
1987-03-26 00:00:00+00:00,0.0,0.0
1987-03-27 00:00:00+00:00,0.0,0.0
1987-03-28 00:00:00+00:00,0.0,0.0
1987-03-29 00:00:00+00:00,0.0,0.0
1987-03-30 00:00:00+00:00,0.0,0.0
1987-03-31 00:00:00+00:00,1.58,3865.5830016
1987-04-01 00:00:00+00:00,5.08,12428.5833216
1987-04-02 00:00:00+00:00,2.98,7290.783129599999
1987-04-03 00:00:00+00:00,2.49,6091.963084800001
1987-04-04 00:00:00+00:00,3.69,9027.8489088
1987-04-05 00:00:00+00:00,4.98,12183.9261696
1987-04-06 00:00:00+00:00,3.85,9419.300352
1987-04-07 00:00:00+00:00,3.19,7804.5631488
1987-04-08 00:00:00+00:00,3.35,8196.014592000001
1987-04-09 00:00:00+00:00,2.94,7192.9202688
1987-04-10 00:00:00+00:00,2.96,7241.851699199999
1987-04-11 00:00:00+00:00,3.82,9345.9032064
1987-04-12 00:00:00+00:00,3.75,9174.6432
1987-04-13 00:00:00+00:00,3.29,8049.220300800001
1987-04-14 00:00:00+00:00,3.0,7339.714559999999
1987-04-15 00:00:00+00:00,2.84,6948.263116799999
1987-04-16 00:00:00+00:00,3.1,7584.371712
