date,max_temp(C),min_temp(C),avg_temp(C)
2011-06-30 00:00:00+00:00,16.3,15.2,15.8
2011-07-01 00:00:00+00:00,17.4,14.9,16.0
2011-07-02 00:00:00+00:00,17.3,15.4,16.4
2011-07-03 00:00:00+00:00,17.7,16.2,16.9
2011-07-04 00:00:00+00:00,17.8,16.2,17.0
2011-07-05 00:00:00+00:00,18.0,16.2,17.1
2011-07-06 00:00:00+00:00,18.4,16.6,17.3
2011-07-07 00:00:00+00:00,17.6,16.6,17.2
2011-07-08 00:00:00+00:00,17.9,16.5,17.0
2011-07-09 00:00:00+00:00,18.1,16.3,17.1
2011-07-10 00:00:00+00:00,18.0,16.6,17.3
2011-07-11 00:00:00+00:00,18.0,16.7,17.4
2011-07-12 00:00:00+00:00,18.2,17.0,17.6
2011-07-13 00:00:00+00:00,18.2,16.7,17.4
2011-07-14 00:00:00+00:00,17.6,16.6,17.2
2011-07-15 00:00:00+00:00,17.6,16.7,17.2
2011-07-16 00:00:00+00:00,18.1,17.0,17.5
2011-07-17 00:00:00+00:00,18.2,17.4,17.8
2012-03-29 00:00:00+00:00,7.5,7.0,7.3
2012-03-30 00:00:00+00:00,8.0,6.9,7.2
2012-03-31 00:00:00+00:00,7.7,7.0,7.2
2012-04-01 00:00:00+00:00,7.2,6.7,6.9
2012-04-02 00:00:00+00:00,9.1,6.6,7.3
2012-04-03 00:00:00+00:00,8.2,7.1,7.4
2012-04-04 00:00:00+00:00,7.9,6.9,7.4
2012-04-05 00:00:00+00:00,9.0,7.0,7.7
2012-04-06 00:00:00+00:00,8.3,7.0,7.6
2012-04-07 00:00:00+00:00,9.5,6.7,7.8
2012-04-08 00:00:00+00:00,9.3,7.5,8.2
2012-04-09 00:00:00+00:00,9.2,7.8,8.3
2012-04-11 00:00:00+00:00,9.2,8.4,8.7
2012-04-12 00:00:00+00:00,10.2,8.3,8.7
2012-04-13 00:00:00+00:00,10.9,8.2,8.9
2012-04-14 00:00:00+00:00,10.9,8.5,9.2
2012-04-15 00:00:00+00:00,11.0,8.6,9.3
2012-04-16 00:00:00+00:00,11.0,9.0,9.5
2012-04-17 00:00:00+00:00,9.5,8.5,9.0
2012-04-18 00:00:00+00:00,10.6,8.8,9.3
2012-04-19 00:00:00+00:00,9.6,8.4,8.9
2012-04-20 00:00:00+00:00,9.5,8.8,9.0
2012-04-21 00:00:00+00:00,11.7,8.5,9.5
2012-04-22 00:00:00+00:00,12.1,9.3,10.2
2012-04-23 00:00:00+00:00,12.3,9.9,10.7
2012-04-24 00:00:00+00:00,11.0,10.4,10.7
2012-04-25 00:00:00+00:00,11.1,10.4,10.7
2012-04-26 00:00:00+00:00,11.2,10.3,10.6
2012-04-27 00:00:00+00:00,11.3,10.2,10.7
2012-04-28 00:00:00+00:00,11.4,10.5,10.8
2012-04-29 00:00:00+00:00,11.6,10.7,11.0
2012-04-30 00:00:00+00:00,11.4,10.8,11.0
2012-05-01 00:00:00+00:00,11.6,10.6,11.0
2012-05-02 00:00:00+00:00,11.9,10.3,10.9
2012-05-03 00:00:00+00:00,11.3,10.3,10.7
2012-05-04 00:00:00+00:00,12.0,10.3,11.0
2012-05-05 00:00:00+00:00,11.4,10.4,10.9
2012-05-06 00:00:00+00:00,12.7,10.4,11.2
2012-05-07 00:00:00+00:00,12.7,10.6,11.5
2012-05-08 00:00:00+00:00,12.8,11.1,11.8
2012-05-09 00:00:00+00:00,13.4,10.9,11.7
2012-05-10 00:00:00+00:00,14.5,10.4,11.6
2012-05-14 00:00:00+00:00,15.0,11.8,12.8
2012-05-15 00:00:00+00:00,15.2,12.1,13.0
2012-05-16 00:00:00+00:00,14.5,12.0,13.0
2012-05-17 00:00:00+00:00,,,
2012-05-19 00:00:00+00:00,14.1,11.9,13.1
2012-05-20 00:00:00+00:00,13.5,12.7,13.1
2012-05-21 00:00:00+00:00,13.8,13.1,13.3
2012-05-22 00:00:00+00:00,13.9,12.7,13.3
2012-05-23 00:00:00+00:00,14.2,12.6,13.4
2012-05-24 00:00:00+00:00,14.4,12.6,13.3
2012-05-25 00:00:00+00:00,15.2,12.6,13.6
2012-05-26 00:00:00+00:00,15.4,13.3,13.9
2012-05-27 00:00:00+00:00,14.6,13.5,13.8
2012-06-07 00:00:00+00:00,15.2,13.8,14.2
2012-06-08 00:00:00+00:00,14.8,13.5,14.0
2012-06-09 00:00:00+00:00,15.7,13.5,14.1
2012-06-10 00:00:00+00:00,16.5,13.6,14.4
2012-06-11 00:00:00+00:00,16.4,13.8,14.5
2012-06-12 00:00:00+00:00,14.8,14.1,14.3
2012-06-13 00:00:00+00:00,15.0,14.0,14.3
2012-06-14 00:00:00+00:00,14.9,13.5,14.1
2012-06-15 00:00:00+00:00,,,
2012-06-20 00:00:00+00:00,,,
2012-06-21 00:00:00+00:00,17.8,15.0,15.9
2012-06-22 00:00:00+00:00,17.2,15.4,16.0
2012-06-23 00:00:00+00:00,16.8,15.1,15.8
2012-06-24 00:00:00+00:00,16.5,15.2,15.9
2012-06-25 00:00:00+00:00,16.6,15.3,15.8
2012-06-26 00:00:00+00:00,16.5,15.5,15.8
2012-06-27 00:00:00+00:00,17.7,15.2,16.0
2012-06-28 00:00:00+00:00,16.6,15.7,16.2
2012-06-29 00:00:00+00:00,16.8,16.0,16.4
2012-06-30 00:00:00+00:00,17.3,16.2,16.6
2012-07-01 00:00:00+00:00,18.1,16.1,16.8
2012-07-02 00:00:00+00:00,17.2,15.9,16.5
2012-07-03 00:00:00+00:00,16.8,15.7,16.3
2012-07-04 00:00:00+00:00,17.9,15.4,16.6
2012-07-05 00:00:00+00:00,19.0,15.7,16.9
2012-07-06 00:00:00+00:00,19.4,16.2,17.1
2012-07-07 00:00:00+00:00,19.9,15.9,17.3
2012-07-11 00:00:00+00:00,,,
2013-04-05 00:00:00+00:00,10.7,9.5,9.9
2013-04-06 00:00:00+00:00,11.5,9.6,10.1
2013-04-07 00:00:00+00:00,10.2,9.3,9.6
2013-04-08 00:00:00+00:00,10.7,8.9,9.6
2013-04-09 00:00:00+00:00,10.5,8.6,9.4
2013-04-10 00:00:00+00:00,10.5,9.2,9.6
2013-04-11 00:00:00+00:00,11.3,9.2,9.9
2013-04-12 00:00:00+00:00,10.1,8.8,9.7
2013-04-13 00:00:00+00:00,10.1,8.7,9.5
2013-04-14 00:00:00+00:00,,,
2013-04-15 00:00:00+00:00,,,
2013-04-17 00:00:00+00:00,13.0,9.8,10.5
2013-04-18 00:00:00+00:00,11.5,9.9,10.3
2013-04-19 00:00:00+00:00,13.1,9.8,10.3
2013-04-20 00:00:00+00:00,11.3,9.8,10.2
2013-04-21 00:00:00+00:00,11.4,9.6,10.1
2013-04-22 00:00:00+00:00,12.0,9.0,10.2
2013-04-23 00:00:00+00:00,12.8,8.9,10.2
2013-04-24 00:00:00+00:00,13.7,9.1,10.8
2013-04-25 00:00:00+00:00,,,
2013-04-27 00:00:00+00:00,12.8,10.5,11.3
2013-04-28 00:00:00+00:00,14.8,10.9,11.7
2013-04-29 00:00:00+00:00,14.2,10.9,11.7
2013-04-30 00:00:00+00:00,,,
2013-05-04 00:00:00+00:00,,,
2013-05-05 00:00:00+00:00,16.6,11.6,13.0
2013-05-06 00:00:00+00:00,17.3,12.4,13.8
2013-05-07 00:00:00+00:00,15.4,12.8,13.5
2013-05-08 00:00:00+00:00,15.6,12.9,13.7
2013-05-09 00:00:00+00:00,15.6,12.8,13.8
2013-05-10 00:00:00+00:00,15.3,12.8,13.8
2013-05-11 00:00:00+00:00,15.6,13.1,14.2
2013-05-12 00:00:00+00:00,14.8,14.0,14.4
2013-05-13 00:00:00+00:00,15.0,14.1,14.3
2013-05-14 00:00:00+00:00,16.0,13.3,14.4
2013-05-15 00:00:00+00:00,14.9,13.9,14.4
2013-05-16 00:00:00+00:00,15.1,14.1,14.4
2013-05-17 00:00:00+00:00,15.2,14.0,14.4
2013-05-18 00:00:00+00:00,14.8,14.1,14.3
2013-05-19 00:00:00+00:00,15.9,14.1,14.6
2013-05-20 00:00:00+00:00,15.9,13.8,14.4
2013-05-21 00:00:00+00:00,14.5,13.4,14.0
2013-05-22 00:00:00+00:00,14.0,12.6,13.7
2013-05-23 00:00:00+00:00,13.6,12.6,13.2
2013-05-24 00:00:00+00:00,13.5,12.3,13.0
2013-05-25 00:00:00+00:00,13.4,12.4,12.9
2013-05-26 00:00:00+00:00,14.2,12.8,13.4
2013-05-27 00:00:00+00:00,14.1,13.3,13.7
2013-05-28 00:00:00+00:00,14.4,13.5,13.9
2013-05-29 00:00:00+00:00,14.2,13.2,13.6
2013-05-30 00:00:00+00:00,14.1,13.0,13.4
2013-05-31 00:00:00+00:00,15.2,13.1,13.6
2013-06-01 00:00:00+00:00,16.2,13.4,14.1
2013-06-02 00:00:00+00:00,16.7,13.9,14.7
2013-06-03 00:00:00+00:00,16.9,13.8,14.9
2013-06-04 00:00:00+00:00,16.9,13.8,15.1
2013-06-05 00:00:00+00:00,17.7,14.4,15.5
2013-06-06 00:00:00+00:00,18.2,14.8,16.0
2013-06-07 00:00:00+00:00,17.2,14.8,16.0
2013-06-08 00:00:00+00:00,19.1,14.6,16.4
2013-06-09 00:00:00+00:00,,,
2013-06-10 00:00:00+00:00,,,
2013-06-11 00:00:00+00:00,18.0,14.9,16.1
2013-06-13 00:00:00+00:00,,,
2013-06-15 00:00:00+00:00,20.9,16.0,17.2
2013-06-16 00:00:00+00:00,18.9,16.4,17.2
2013-06-17 00:00:00+00:00,20.8,16.6,17.7
2013-06-18 00:00:00+00:00,18.8,16.2,17.6
2013-06-19 00:00:00+00:00,19.2,15.9,17.7
2013-06-20 00:00:00+00:00,18.7,16.3,17.6
2013-06-22 00:00:00+00:00,,,
2013-06-23 00:00:00+00:00,18.2,17.0,17.5
2013-06-24 00:00:00+00:00,18.1,16.9,17.4
2013-06-25 00:00:00+00:00,18.3,17.1,17.5
2013-06-26 00:00:00+00:00,18.2,17.2,17.5
2013-06-27 00:00:00+00:00,18.8,17.3,17.7
2013-06-28 00:00:00+00:00,21.7,17.4,18.2
2013-06-29 00:00:00+00:00,21.8,18.0,18.8
2013-06-30 00:00:00+00:00,22.0,18.4,19.2
2013-07-01 00:00:00+00:00,22.0,18.6,19.6
2013-07-02 00:00:00+00:00,21.8,18.5,19.5
2013-07-03 00:00:00+00:00,21.3,17.6,19.3
2013-07-04 00:00:00+00:00,20.6,17.5,18.9
2013-07-05 00:00:00+00:00,21.4,17.3,19.0
2013-07-06 00:00:00+00:00,21.4,17.4,19.1
2013-07-07 00:00:00+00:00,20.2,17.4,18.7
2013-07-08 00:00:00+00:00,,,
2013-07-09 00:00:00+00:00,22.7,17.7,19.7
2013-07-16 00:00:00+00:00,22.9,19.0,20.4
2013-07-17 00:00:00+00:00,22.9,18.6,20.3
2014-04-24 00:00:00+00:00,11.7,10.1,10.6
2014-04-25 00:00:00+00:00,12.7,9.9,10.7
2014-04-26 00:00:00+00:00,11.2,9.6,10.3
2014-04-27 00:00:00+00:00,11.4,9.7,10.4
2014-04-28 00:00:00+00:00,12.1,9.8,10.6
2014-04-29 00:00:00+00:00,12.7,10.2,10.9
2014-04-30 00:00:00+00:00,13.2,10.4,11.3
2014-05-01 00:00:00+00:00,13.2,11.0,11.8
2014-05-04 00:00:00+00:00,11.8,11.4,11.5
2014-05-05 00:00:00+00:00,12.2,11.2,11.6
2014-05-06 00:00:00+00:00,13.2,11.3,11.9
2014-05-07 00:00:00+00:00,13.4,11.4,12.0
2014-05-08 00:00:00+00:00,12.1,11.7,11.8
2014-05-09 00:00:00+00:00,12.1,11.6,11.9
2014-05-10 00:00:00+00:00,13.1,11.2,12.1
2014-05-11 00:00:00+00:00,,,
2014-05-12 00:00:00+00:00,,,
2014-05-13 00:00:00+00:00,15.3,12.2,13.1
2014-05-14 00:00:00+00:00,,,
2014-05-15 00:00:00+00:00,,,
2014-05-16 00:00:00+00:00,,,
2014-05-17 00:00:00+00:00,,,
2014-05-18 00:00:00+00:00,14.4,13.4,13.8
2014-05-19 00:00:00+00:00,15.1,13.6,14.1
2014-05-20 00:00:00+00:00,15.4,13.7,14.2
2014-05-21 00:00:00+00:00,15.5,13.9,14.5
2014-05-22 00:00:00+00:00,15.9,14.2,14.8
2014-05-23 00:00:00+00:00,15.5,14.6,14.9
2014-05-24 00:00:00+00:00,15.7,14.5,15.0
2014-05-25 00:00:00+00:00,15.6,14.2,14.7
2014-05-26 00:00:00+00:00,16.0,14.3,14.8
2014-05-27 00:00:00+00:00,15.4,13.8,14.7
2014-05-28 00:00:00+00:00,15.5,14.0,14.8
2014-05-29 00:00:00+00:00,15.2,14.3,14.7
2014-05-30 00:00:00+00:00,15.9,13.5,14.8
2014-05-31 00:00:00+00:00,,,
2014-06-01 00:00:00+00:00,,,
2014-06-03 00:00:00+00:00,16.0,15.0,15.4
2014-06-04 00:00:00+00:00,17.0,15.0,15.4
2014-06-05 00:00:00+00:00,17.6,14.7,15.5
2014-06-06 00:00:00+00:00,17.7,15.0,15.8
2014-06-07 00:00:00+00:00,17.6,15.2,16.0
2014-06-08 00:00:00+00:00,17.9,15.6,16.3
2014-06-09 00:00:00+00:00,17.7,15.7,16.4
2014-06-10 00:00:00+00:00,18.0,15.0,16.5
2014-06-11 00:00:00+00:00,19.0,15.6,17.0
2014-06-12 00:00:00+00:00,17.4,15.9,16.7
2014-06-13 00:00:00+00:00,17.0,15.6,16.4
2014-06-14 00:00:00+00:00,17.3,15.8,16.4
2014-06-15 00:00:00+00:00,18.8,15.7,16.5
2014-06-16 00:00:00+00:00,,,
2014-06-18 00:00:00+00:00,,,
2014-06-19 00:00:00+00:00,21.4,15.9,17.0
2014-06-20 00:00:00+00:00,20.8,16.0,17.3
2014-06-21 00:00:00+00:00,20.6,15.4,17.1
2014-06-22 00:00:00+00:00,19.8,15.6,17.2
2014-06-23 00:00:00+00:00,18.5,16.1,17.1
2014-06-24 00:00:00+00:00,18.6,16.4,17.2
2014-06-25 00:00:00+00:00,19.6,16.7,17.7
2014-06-26 00:00:00+00:00,17.9,16.6,17.3
2014-06-27 00:00:00+00:00,18.1,16.7,17.3
2014-06-28 00:00:00+00:00,18.5,16.7,17.3
2014-06-29 00:00:00+00:00,19.1,16.6,17.5
2014-06-30 00:00:00+00:00,21.8,16.4,18.0
2014-07-01 00:00:00+00:00,21.5,16.9,18.4
2014-07-02 00:00:00+00:00,22.0,17.6,18.8
2014-07-03 00:00:00+00:00,19.9,18.2,18.7
2014-07-04 00:00:00+00:00,21.8,18.0,19.0
2014-07-05 00:00:00+00:00,21.4,18.3,19.1
2014-07-06 00:00:00+00:00,24.6,18.3,19.9
2014-07-07 00:00:00+00:00,25.9,18.9,20.5
2014-07-08 00:00:00+00:00,24.3,18.4,20.3
2014-07-09 00:00:00+00:00,,,
2014-07-10 00:00:00+00:00,,,
2014-07-11 00:00:00+00:00,21.7,18.3,20.2
2014-07-12 00:00:00+00:00,21.5,18.6,20.3
2014-07-13 00:00:00+00:00,20.9,18.8,19.9
2014-07-14 00:00:00+00:00,22.4,18.9,20.2
2014-07-15 00:00:00+00:00,24.9,19.1,20.8
2014-07-16 00:00:00+00:00,25.6,18.8,20.7
2014-07-17 00:00:00+00:00,25.9,18.7,21.0
2014-07-18 00:00:00+00:00,24.7,18.4,21.0
2014-07-19 00:00:00+00:00,26.3,19.0,21.6
2014-07-20 00:00:00+00:00,22.2,19.2,21.0
2014-07-21 00:00:00+00:00,24.7,17.8,21.0
2014-07-22 00:00:00+00:00,23.8,18.3,21.0
2014-07-23 00:00:00+00:00,21.2,17.6,20.1
2014-07-24 00:00:00+00:00,21.1,17.9,20.1
2014-07-25 00:00:00+00:00,22.4,17.4,20.5
2014-07-26 00:00:00+00:00,23.2,17.8,20.6
2014-07-27 00:00:00+00:00,25.2,18.2,20.9
2014-07-28 00:00:00+00:00,27.2,19.3,21.5
2014-07-29 00:00:00+00:00,25.7,19.0,21.3
2014-07-30 00:00:00+00:00,26.8,19.5,21.7
2014-07-31 00:00:00+00:00,27.3,19.7,21.8
2014-08-01 00:00:00+00:00,26.3,20.0,21.8
2014-08-02 00:00:00+00:00,25.2,20.1,21.6
2014-08-03 00:00:00+00:00,25.8,20.0,22.0
2014-08-04 00:00:00+00:00,25.9,19.3,22.0
