date,max_temp(C),min_temp(C),avg_temp(C)
1996-07-12 00:00:00+00:00,19.8,19.1,19.4
1996-07-13 00:00:00+00:00,20.3,19.1,19.7
1996-07-14 00:00:00+00:00,20.9,19.8,20.3
1996-07-15 00:00:00+00:00,20.7,20.1,20.4
1996-07-16 00:00:00+00:00,20.6,20.0,20.2
1996-07-17 00:00:00+00:00,20.4,19.9,20.1
1996-07-18 00:00:00+00:00,20.0,19.5,19.7
1996-07-19 00:00:00+00:00,19.6,19.0,19.3
1996-07-20 00:00:00+00:00,19.3,19.0,19.2
1996-07-21 00:00:00+00:00,20.1,19.2,19.6
1996-07-22 00:00:00+00:00,20.5,19.8,20.2
1996-07-23 00:00:00+00:00,21.2,20.2,20.7
1996-07-24 00:00:00+00:00,21.6,20.8,21.1
1996-07-25 00:00:00+00:00,22.0,21.1,21.5
1996-07-26 00:00:00+00:00,22.2,21.4,21.7
1996-07-27 00:00:00+00:00,22.3,21.6,21.9
1996-07-28 00:00:00+00:00,22.2,21.7,21.9
1996-07-29 00:00:00+00:00,22.0,21.5,21.8
1996-07-30 00:00:00+00:00,21.8,21.1,21.4
1996-07-31 00:00:00+00:00,21.4,20.9,21.2
1996-08-01 00:00:00+00:00,21.4,20.9,21.2
1996-08-02 00:00:00+00:00,21.3,20.7,21.0
1996-08-03 00:00:00+00:00,21.0,20.5,20.8
1996-08-04 00:00:00+00:00,21.0,20.6,20.8
1996-08-05 00:00:00+00:00,20.6,20.1,20.3
1996-08-06 00:00:00+00:00,20.7,19.9,20.3
1996-08-07 00:00:00+00:00,20.8,20.2,20.5
1996-08-08 00:00:00+00:00,21.1,20.3,20.6
1996-08-09 00:00:00+00:00,21.4,20.4,20.9
1996-08-10 00:00:00+00:00,22.0,21.1,21.4
1996-08-11 00:00:00+00:00,21.7,21.1,21.4
1996-08-16 00:00:00+00:00,21.2,,
1996-08-17 00:00:00+00:00,21.0,20.6,20.8
1996-08-18 00:00:00+00:00,20.6,20.4,20.5
1996-08-19 00:00:00+00:00,20.5,20.2,20.4
1996-08-20 00:00:00+00:00,20.4,20.1,20.3
1996-08-21 00:00:00+00:00,20.5,20.1,20.3
1996-08-22 00:00:00+00:00,20.8,20.3,20.5
1996-08-23 00:00:00+00:00,20.9,20.3,20.6
1996-08-24 00:00:00+00:00,21.3,20.5,20.9
1996-08-25 00:00:00+00:00,21.1,20.9,21.0
1996-08-26 00:00:00+00:00,21.0,20.5,20.7
1996-08-27 00:00:00+00:00,20.7,20.4,20.6
1996-08-28 00:00:00+00:00,21.2,20.3,20.7
1996-08-29 00:00:00+00:00,21.0,20.5,20.8
1996-08-30 00:00:00+00:00,21.0,20.7,20.9
1996-08-31 00:00:00+00:00,21.0,20.6,20.8
1996-09-01 00:00:00+00:00,20.8,20.5,20.7
1996-09-02 00:00:00+00:00,20.6,20.2,20.4
1996-09-03 00:00:00+00:00,20.3,20.0,20.2
1996-09-04 00:00:00+00:00,20.1,19.7,20.0
1996-09-05 00:00:00+00:00,20.1,19.7,19.9
1996-09-06 00:00:00+00:00,19.9,19.4,19.7
1996-09-07 00:00:00+00:00,19.8,19.4,19.6
1996-09-08 00:00:00+00:00,19.8,19.5,19.6
1996-09-09 00:00:00+00:00,20.1,19.1,19.6
1996-09-10 00:00:00+00:00,20.4,19.4,19.8
1996-09-11 00:00:00+00:00,20.1,19.7,19.9
1996-09-12 00:00:00+00:00,19.9,19.6,19.7
1996-09-13 00:00:00+00:00,19.8,19.4,19.5
1996-09-14 00:00:00+00:00,19.5,19.2,19.4
1996-09-15 00:00:00+00:00,19.3,18.7,19.1
1996-09-16 00:00:00+00:00,18.8,18.6,18.7
1996-09-17 00:00:00+00:00,18.7,18.4,18.6
1996-09-18 00:00:00+00:00,18.6,18.1,18.4
1996-09-19 00:00:00+00:00,18.3,18.0,18.2
1997-03-05 00:00:00+00:00,5.8,5.5,5.7
1997-03-06 00:00:00+00:00,5.9,5.5,5.7
1997-03-07 00:00:00+00:00,6.2,5.5,5.8
1997-03-08 00:00:00+00:00,6.0,5.5,5.7
1997-03-09 00:00:00+00:00,6.3,5.6,6.0
1997-03-10 00:00:00+00:00,6.4,5.9,6.2
1997-03-11 00:00:00+00:00,6.8,6.1,6.4
1997-03-12 00:00:00+00:00,7.0,6.3,6.4
1997-03-13 00:00:00+00:00,6.8,6.1,6.4
1997-03-14 00:00:00+00:00,6.9,6.1,6.5
1997-03-15 00:00:00+00:00,6.9,6.3,6.6
1997-03-16 00:00:00+00:00,7.0,6.3,6.7
1997-03-17 00:00:00+00:00,7.0,6.4,6.7
1997-03-18 00:00:00+00:00,7.7,6.7,7.2
1997-03-19 00:00:00+00:00,8.2,7.4,7.7
1997-03-20 00:00:00+00:00,8.5,7.7,8.0
1997-03-21 00:00:00+00:00,8.6,7.4,8.1
1997-03-22 00:00:00+00:00,8.6,7.7,8.2
1997-03-23 00:00:00+00:00,8.8,7.9,8.4
1997-03-24 00:00:00+00:00,8.8,7.9,8.4
1997-03-25 00:00:00+00:00,9.0,7.9,8.5
1997-03-26 00:00:00+00:00,9.0,8.3,8.7
1997-03-27 00:00:00+00:00,8.9,8.3,8.6
1997-03-28 00:00:00+00:00,8.9,8.1,8.5
1997-03-29 00:00:00+00:00,8.8,8.1,8.5
1997-03-30 00:00:00+00:00,9.0,8.2,8.5
1997-03-31 00:00:00+00:00,9.0,8.1,8.5
1997-04-01 00:00:00+00:00,9.1,8.2,8.7
1997-04-02 00:00:00+00:00,9.4,8.2,8.7
1997-04-03 00:00:00+00:00,8.9,8.3,8.6
1997-04-04 00:00:00+00:00,9.3,8.1,8.7
1997-04-05 00:00:00+00:00,9.4,8.2,8.7
1997-04-06 00:00:00+00:00,9.2,8.5,8.8
1997-04-07 00:00:00+00:00,9.0,8.5,8.8
1997-04-08 00:00:00+00:00,9.4,8.6,8.9
1997-04-09 00:00:00+00:00,9.1,8.5,8.9
1997-04-10 00:00:00+00:00,9.0,8.2,8.7
1997-04-11 00:00:00+00:00,9.0,8.0,8.5
1997-04-12 00:00:00+00:00,8.9,8.2,8.6
1997-04-13 00:00:00+00:00,8.9,8.3,8.6
1997-04-14 00:00:00+00:00,8.8,8.4,8.6
1997-04-15 00:00:00+00:00,9.3,8.5,8.8
1997-04-16 00:00:00+00:00,10.0,8.7,9.3
1997-04-17 00:00:00+00:00,10.6,9.2,9.9
1997-04-18 00:00:00+00:00,10.1,9.5,9.8
1997-04-19 00:00:00+00:00,9.9,9.5,9.7
1997-04-20 00:00:00+00:00,10.3,9.4,9.8
1997-04-21 00:00:00+00:00,10.4,9.3,9.8
1997-04-22 00:00:00+00:00,10.1,9.6,9.8
1997-04-23 00:00:00+00:00,10.4,9.5,9.9
1997-04-24 00:00:00+00:00,10.7,9.6,10.1
1997-04-25 00:00:00+00:00,10.9,9.8,10.3
1997-04-26 00:00:00+00:00,10.9,10.0,10.5
1997-04-27 00:00:00+00:00,11.3,10.2,10.8
1997-04-28 00:00:00+00:00,11.1,10.7,10.9
1997-04-29 00:00:00+00:00,11.0,10.5,10.8
1997-04-30 00:00:00+00:00,11.0,10.3,10.7
1997-05-01 00:00:00+00:00,11.6,10.5,10.9
1997-05-02 00:00:00+00:00,11.1,10.4,10.7
1997-05-03 00:00:00+00:00,10.9,10.3,10.6
1997-05-04 00:00:00+00:00,11.2,10.3,10.7
1997-05-05 00:00:00+00:00,11.5,10.6,10.9
1997-05-06 00:00:00+00:00,11.5,11.0,11.3
1997-05-07 00:00:00+00:00,12.2,11.0,11.5
1997-05-08 00:00:00+00:00,12.6,11.3,11.9
1997-05-09 00:00:00+00:00,12.9,11.8,12.4
1997-05-10 00:00:00+00:00,13.2,12.0,12.7
1997-05-11 00:00:00+00:00,13.7,12.3,13.0
1997-05-12 00:00:00+00:00,13.7,12.8,13.3
1997-05-13 00:00:00+00:00,14.3,12.9,13.7
1997-05-14 00:00:00+00:00,14.2,13.2,13.7
1997-05-15 00:00:00+00:00,14.6,13.3,13.9
1997-05-16 00:00:00+00:00,15.1,13.5,14.3
1997-05-17 00:00:00+00:00,15.5,14.0,14.7
1997-05-18 00:00:00+00:00,15.9,14.2,14.9
1997-05-19 00:00:00+00:00,15.2,14.1,14.7
1997-05-20 00:00:00+00:00,15.0,14.5,14.7
1997-05-21 00:00:00+00:00,14.9,14.2,14.5
1997-05-22 00:00:00+00:00,14.7,14.2,14.4
1997-05-23 00:00:00+00:00,14.7,14.2,14.4
1997-05-24 00:00:00+00:00,14.6,14.0,14.3
1997-05-25 00:00:00+00:00,14.3,13.7,14.0
1997-05-26 00:00:00+00:00,14.6,13.5,14.1
1997-05-27 00:00:00+00:00,14.5,13.8,14.2
1997-05-28 00:00:00+00:00,14.5,13.9,14.2
1997-05-29 00:00:00+00:00,14.7,13.8,14.3
1997-05-30 00:00:00+00:00,14.5,14.0,14.2
1997-05-31 00:00:00+00:00,14.8,14.1,14.4
1997-06-01 00:00:00+00:00,14.7,14.3,14.5
1997-06-02 00:00:00+00:00,15.4,14.0,14.6
1997-06-03 00:00:00+00:00,15.9,15.2,15.6
1997-06-04 00:00:00+00:00,15.8,14.7,15.2
1997-06-05 00:00:00+00:00,15.9,14.8,15.3
1997-06-06 00:00:00+00:00,15.7,15.0,15.4
1997-06-07 00:00:00+00:00,15.5,14.9,15.2
1997-06-08 00:00:00+00:00,15.7,14.9,15.3
1997-06-09 00:00:00+00:00,15.9,14.9,15.5
1997-06-10 00:00:00+00:00,15.9,14.9,15.5
1997-06-11 00:00:00+00:00,15.8,15.1,15.5
1997-06-12 00:00:00+00:00,15.8,15.2,15.5
1997-06-13 00:00:00+00:00,15.9,15.1,15.5
1997-06-14 00:00:00+00:00,16.1,15.2,15.6
1997-06-15 00:00:00+00:00,16.0,15.2,15.7
1997-06-16 00:00:00+00:00,16.2,15.5,15.8
1997-06-17 00:00:00+00:00,16.2,15.8,16.0
1997-06-18 00:00:00+00:00,16.4,15.9,16.1
1997-06-19 00:00:00+00:00,16.7,15.8,16.2
1997-06-20 00:00:00+00:00,16.9,16.0,16.3
1997-06-21 00:00:00+00:00,17.3,16.2,16.9
1997-06-22 00:00:00+00:00,17.1,16.5,16.8
1997-06-23 00:00:00+00:00,16.8,16.0,16.4
1997-06-24 00:00:00+00:00,16.7,15.7,16.1
1997-06-25 00:00:00+00:00,17.0,15.7,16.7
1997-06-26 00:00:00+00:00,17.7,16.0,16.9
1997-06-27 00:00:00+00:00,17.1,16.5,16.8
1997-06-28 00:00:00+00:00,17.1,16.5,16.9
1997-06-29 00:00:00+00:00,17.8,16.7,17.2
1997-06-30 00:00:00+00:00,17.6,17.0,17.3
1997-07-01 00:00:00+00:00,17.5,17.0,17.2
1997-07-02 00:00:00+00:00,17.9,16.9,17.4
1997-07-03 00:00:00+00:00,18.3,16.9,17.6
1997-07-04 00:00:00+00:00,19.1,17.5,18.3
1997-07-05 00:00:00+00:00,19.1,18.2,18.6
1997-07-06 00:00:00+00:00,19.1,18.4,18.8
1997-07-07 00:00:00+00:00,19.0,18.3,18.7
1997-07-08 00:00:00+00:00,19.0,18.5,18.7
1997-07-09 00:00:00+00:00,18.8,18.5,18.7
1997-07-10 00:00:00+00:00,18.9,17.8,18.7
1997-07-11 00:00:00+00:00,18.9,18.5,18.7
1997-07-12 00:00:00+00:00,19.4,18.4,18.9
1997-07-13 00:00:00+00:00,20.0,18.9,19.5
1997-07-14 00:00:00+00:00,20.3,19.5,19.8
1997-07-15 00:00:00+00:00,20.5,19.6,20.0
1997-07-16 00:00:00+00:00,20.8,19.8,20.2
1997-07-17 00:00:00+00:00,20.7,19.8,20.2
1997-07-18 00:00:00+00:00,20.8,19.8,20.2
1997-07-19 00:00:00+00:00,20.7,19.8,20.3
1997-07-20 00:00:00+00:00,20.8,19.9,20.3
1997-07-21 00:00:00+00:00,20.7,20.1,20.4
1997-07-22 00:00:00+00:00,21.1,20.2,20.6
1997-07-23 00:00:00+00:00,21.1,20.2,20.7
1997-07-24 00:00:00+00:00,21.3,20.5,21.0
1997-07-25 00:00:00+00:00,21.6,20.8,21.1
1997-07-26 00:00:00+00:00,21.2,20.5,20.9
1997-07-27 00:00:00+00:00,21.6,20.7,21.1
1997-07-28 00:00:00+00:00,21.7,20.9,21.3
1997-07-29 00:00:00+00:00,21.4,20.5,21.0
1997-07-30 00:00:00+00:00,21.4,20.3,20.8
1997-07-31 00:00:00+00:00,21.6,20.6,21.1
1997-08-14 00:00:00+00:00,23.8,23.1,23.4
1997-08-15 00:00:00+00:00,23.9,23.0,23.5
1997-08-16 00:00:00+00:00,24.4,23.3,23.8
1997-08-17 00:00:00+00:00,24.0,23.6,23.8
1997-08-18 00:00:00+00:00,23.7,23.1,23.4
1998-03-06 00:00:00+00:00,7.3,6.9,7.1
1998-03-07 00:00:00+00:00,7.2,6.9,7.0
1998-03-08 00:00:00+00:00,7.0,6.7,6.9
1998-03-09 00:00:00+00:00,7.0,6.7,6.8
1998-03-10 00:00:00+00:00,6.9,6.6,6.7
1998-03-11 00:00:00+00:00,7.4,6.6,6.9
1998-03-12 00:00:00+00:00,7.4,6.9,7.1
1998-03-13 00:00:00+00:00,7.9,7.0,7.4
1998-03-14 00:00:00+00:00,8.2,7.6,7.7
1998-03-15 00:00:00+00:00,8.3,7.8,8.0
1998-03-16 00:00:00+00:00,8.3,7.9,8.1
1998-03-17 00:00:00+00:00,8.5,8.0,8.2
1998-03-18 00:00:00+00:00,8.6,8.2,8.4
1998-03-19 00:00:00+00:00,8.7,8.3,8.5
1998-03-20 00:00:00+00:00,8.9,8.4,8.7
1998-03-21 00:00:00+00:00,8.9,8.6,8.8
1998-03-22 00:00:00+00:00,9.1,8.6,8.8
1998-03-23 00:00:00+00:00,9.4,8.8,9.0
1998-03-24 00:00:00+00:00,9.5,9.0,9.2
1998-03-25 00:00:00+00:00,9.8,9.2,9.4
1998-03-26 00:00:00+00:00,9.6,9.3,9.5
1998-03-27 00:00:00+00:00,9.4,9.2,9.3
1998-03-28 00:00:00+00:00,9.2,8.9,9.0
1998-03-29 00:00:00+00:00,9.4,8.7,9.0
1998-03-30 00:00:00+00:00,9.3,9.1,9.2
1998-03-31 00:00:00+00:00,9.2,9.0,9.1
1998-04-01 00:00:00+00:00,9.2,8.9,9.1
1998-04-02 00:00:00+00:00,9.1,8.8,9.0
1998-04-03 00:00:00+00:00,9.1,8.9,9.0
1998-04-04 00:00:00+00:00,9.5,8.9,9.1
1998-04-05 00:00:00+00:00,9.4,9.0,9.2
1998-04-06 00:00:00+00:00,9.6,9.2,9.3
1998-04-07 00:00:00+00:00,9.7,9.2,9.4
1998-04-08 00:00:00+00:00,9.8,9.3,9.5
1998-04-09 00:00:00+00:00,9.7,9.4,9.6
1998-04-10 00:00:00+00:00,9.8,9.5,9.6
1998-04-11 00:00:00+00:00,9.8,9.5,9.6
1998-04-12 00:00:00+00:00,9.8,9.4,9.6
1998-04-13 00:00:00+00:00,10.0,9.5,9.7
1998-04-14 00:00:00+00:00,10.0,9.7,9.9
1998-04-15 00:00:00+00:00,10.3,9.8,10.0
1998-04-16 00:00:00+00:00,10.4,10.2,10.3
1998-04-17 00:00:00+00:00,10.4,10.0,10.2
1998-04-18 00:00:00+00:00,10.5,10.1,10.3
1998-04-19 00:00:00+00:00,10.7,10.2,10.4
1998-04-20 00:00:00+00:00,11.0,10.4,10.6
1998-04-21 00:00:00+00:00,11.6,10.8,11.1
1998-04-22 00:00:00+00:00,11.9,11.3,11.5
1998-04-23 00:00:00+00:00,11.8,11.5,11.6
1998-04-24 00:00:00+00:00,11.9,11.3,11.5
1998-04-25 00:00:00+00:00,11.9,11.4,11.6
1998-04-26 00:00:00+00:00,12.0,11.3,11.6
1998-04-27 00:00:00+00:00,12.3,11.5,11.8
1998-04-28 00:00:00+00:00,12.6,11.9,12.2
1998-04-29 00:00:00+00:00,13.0,12.3,12.7
1998-04-30 00:00:00+00:00,13.5,12.9,13.2
1998-05-01 00:00:00+00:00,14.0,13.3,13.7
1998-05-02 00:00:00+00:00,14.1,13.7,14.0
1998-05-03 00:00:00+00:00,14.2,13.6,13.9
1998-05-04 00:00:00+00:00,14.2,13.7,13.9
1998-05-05 00:00:00+00:00,14.6,13.8,14.1
1998-05-06 00:00:00+00:00,14.4,14.2,14.2
1998-05-07 00:00:00+00:00,14.6,14.1,14.3
1998-05-08 00:00:00+00:00,14.5,14.3,14.4
1998-05-09 00:00:00+00:00,14.7,14.3,14.5
1998-05-10 00:00:00+00:00,14.4,14.1,14.2
1998-05-11 00:00:00+00:00,14.2,13.9,14.1
1998-05-12 00:00:00+00:00,14.1,13.9,14.0
1998-05-13 00:00:00+00:00,13.9,13.6,13.7
1998-05-14 00:00:00+00:00,13.6,13.4,13.5
1998-05-15 00:00:00+00:00,13.5,13.2,13.4
1998-05-16 00:00:00+00:00,13.5,13.2,13.3
1998-05-17 00:00:00+00:00,13.4,13.1,13.2
1998-05-18 00:00:00+00:00,13.6,13.1,13.3
1998-05-19 00:00:00+00:00,13.4,13.0,13.1
1998-05-20 00:00:00+00:00,13.0,12.8,12.9
1998-05-21 00:00:00+00:00,12.9,12.6,12.7
1998-05-22 00:00:00+00:00,12.8,12.6,12.7
1998-05-23 00:00:00+00:00,12.9,12.6,12.7
1998-05-24 00:00:00+00:00,12.9,12.8,12.8
1998-05-25 00:00:00+00:00,12.9,12.6,12.8
1998-05-26 00:00:00+00:00,13.1,12.7,12.9
1998-05-27 00:00:00+00:00,13.1,12.8,13.0
1998-05-28 00:00:00+00:00,13.7,12.9,13.2
1998-05-29 00:00:00+00:00,13.7,13.4,13.4
1998-05-30 00:00:00+00:00,13.6,13.2,13.4
1998-05-31 00:00:00+00:00,14.2,13.3,13.7
1998-06-01 00:00:00+00:00,14.2,13.7,14.0
1998-06-02 00:00:00+00:00,14.7,14.0,14.3
1998-06-03 00:00:00+00:00,14.6,14.2,14.4
1998-06-04 00:00:00+00:00,14.6,14.3,14.4
1998-06-05 00:00:00+00:00,14.8,14.2,14.4
1998-06-06 00:00:00+00:00,15.4,14.5,14.9
1998-06-07 00:00:00+00:00,15.8,15.1,15.4
1998-06-08 00:00:00+00:00,16.1,15.5,15.7
1998-06-09 00:00:00+00:00,16.0,15.8,15.9
1998-06-10 00:00:00+00:00,16.2,15.8,16.0
1998-06-11 00:00:00+00:00,16.2,15.9,16.0
1998-06-12 00:00:00+00:00,16.7,15.9,16.2
1998-06-14 00:00:00+00:00,17.2,16.5,16.8
1998-06-15 00:00:00+00:00,17.2,16.9,17.0
1998-06-16 00:00:00+00:00,17.6,16.8,17.1
1998-06-17 00:00:00+00:00,17.4,16.9,17.1
1998-06-18 00:00:00+00:00,17.0,16.8,16.9
1998-06-19 00:00:00+00:00,17.1,16.7,16.9
1998-06-20 00:00:00+00:00,17.6,16.7,17.0
1998-06-21 00:00:00+00:00,17.7,17.0,17.3
1998-06-22 00:00:00+00:00,17.7,17.3,17.5
1998-06-23 00:00:00+00:00,18.2,17.5,17.7
1998-06-24 00:00:00+00:00,18.2,17.6,17.8
1998-06-25 00:00:00+00:00,17.6,17.3,17.5
1998-06-26 00:00:00+00:00,17.9,17.4,17.6
1998-06-27 00:00:00+00:00,17.9,17.5,17.7
1998-06-28 00:00:00+00:00,18.2,17.6,17.9
1998-06-29 00:00:00+00:00,18.6,18.0,18.3
1998-06-30 00:00:00+00:00,18.8,18.4,18.6
1998-07-01 00:00:00+00:00,18.8,18.6,18.6
1998-07-02 00:00:00+00:00,18.7,18.4,18.5
1998-07-03 00:00:00+00:00,18.5,18.3,18.4
1998-07-04 00:00:00+00:00,18.3,18.1,18.2
1998-07-05 00:00:00+00:00,18.2,17.9,18.0
1998-07-06 00:00:00+00:00,18.6,17.9,18.2
1998-07-07 00:00:00+00:00,19.0,18.3,18.6
1998-07-08 00:00:00+00:00,19.4,18.6,19.0
1998-07-09 00:00:00+00:00,19.6,18.9,19.3
1998-07-10 00:00:00+00:00,19.9,19.2,19.5
1998-07-11 00:00:00+00:00,19.8,19.6,19.7
1998-07-12 00:00:00+00:00,19.8,19.6,19.7
1998-07-13 00:00:00+00:00,20.1,19.7,19.8
1998-07-14 00:00:00+00:00,20.1,19.9,20.1
1998-07-15 00:00:00+00:00,20.3,20.0,20.1
1998-07-16 00:00:00+00:00,20.9,20.3,20.6
1998-07-17 00:00:00+00:00,21.5,20.8,21.1
1998-07-18 00:00:00+00:00,21.5,21.2,21.3
1998-07-19 00:00:00+00:00,21.8,21.3,21.5
1998-07-20 00:00:00+00:00,22.0,21.3,21.6
1998-07-21 00:00:00+00:00,22.2,21.5,21.8
1998-07-22 00:00:00+00:00,22.0,21.5,21.7
1998-07-23 00:00:00+00:00,21.9,21.4,21.7
1998-07-24 00:00:00+00:00,22.2,21.5,21.8
1998-07-25 00:00:00+00:00,22.5,21.8,22.1
1998-07-26 00:00:00+00:00,22.8,22.2,22.5
1998-07-27 00:00:00+00:00,23.2,22.6,22.8
1998-07-28 00:00:00+00:00,23.3,22.9,23.1
1998-07-29 00:00:00+00:00,23.2,22.9,23.1
1998-07-30 00:00:00+00:00,23.0,22.7,22.8
1998-07-31 00:00:00+00:00,22.8,22.5,22.6
1998-08-01 00:00:00+00:00,22.5,22.2,22.4
1998-08-02 00:00:00+00:00,22.5,22.1,22.3
1998-08-03 00:00:00+00:00,22.6,22.2,22.4
1998-08-04 00:00:00+00:00,22.9,22.0,22.5
1998-08-05 00:00:00+00:00,22.7,22.0,22.4
1998-08-06 00:00:00+00:00,22.8,22.1,22.4
1998-08-07 00:00:00+00:00,22.7,22.0,22.4
1998-08-08 00:00:00+00:00,22.8,22.1,22.5
1998-08-09 00:00:00+00:00,22.6,22.1,22.4
1998-08-10 00:00:00+00:00,22.5,22.2,22.4
1998-08-11 00:00:00+00:00,22.6,22.3,22.4
1998-08-12 00:00:00+00:00,22.7,22.3,22.5
1998-08-13 00:00:00+00:00,22.8,22.6,22.7
1998-08-14 00:00:00+00:00,22.8,22.5,22.7
1998-08-15 00:00:00+00:00,23.0,22.6,22.8
1998-08-16 00:00:00+00:00,23.0,22.6,22.8
1998-08-17 00:00:00+00:00,22.9,22.4,22.6
1998-08-18 00:00:00+00:00,22.5,22.0,22.2
1998-08-19 00:00:00+00:00,22.5,21.5,21.9
1998-08-20 00:00:00+00:00,22.0,21.5,21.8
1998-08-21 00:00:00+00:00,21.9,21.5,21.7
1998-08-22 00:00:00+00:00,21.8,21.5,21.7
1998-08-23 00:00:00+00:00,21.8,21.4,21.6
1998-08-24 00:00:00+00:00,21.6,21.2,21.4
1998-08-25 00:00:00+00:00,21.4,21.2,21.3
1998-08-26 00:00:00+00:00,21.3,21.1,21.2
1998-08-27 00:00:00+00:00,21.3,20.9,21.1
1998-08-28 00:00:00+00:00,21.4,21.1,21.3
1998-08-29 00:00:00+00:00,21.3,21.0,21.2
1998-08-30 00:00:00+00:00,21.4,20.9,21.2
1998-08-31 00:00:00+00:00,21.7,21.2,21.5
1998-09-01 00:00:00+00:00,21.9,21.4,21.6
1998-09-02 00:00:00+00:00,22.1,21.3,21.7
1998-09-03 00:00:00+00:00,22.1,21.5,21.9
1998-09-04 00:00:00+00:00,22.3,21.5,22.0
1998-09-05 00:00:00+00:00,22.0,21.4,21.8
1998-09-06 00:00:00+00:00,21.7,21.3,21.6
1998-09-07 00:00:00+00:00,21.7,21.3,21.5
