date,avg discharge (cfs),outflow(m3/d)
1986-10-04 00:00:00+00:00,237.0,579837.45024
1986-10-05 00:00:00+00:00,247.0,604303.16544
1986-10-06 00:00:00+00:00,242.0,592070.30784
1986-10-07 00:00:00+00:00,234.0,572497.7356799999
1986-10-08 00:00:00+00:00,233.0,570051.16416
1986-10-09 00:00:00+00:00,237.0,579837.45024
1986-10-10 00:00:00+00:00,238.0,582284.02176
1986-10-11 00:00:00+00:00,228.0,557818.3065599999
1986-10-12 00:00:00+00:00,227.0,555371.73504
1986-10-13 00:00:00+00:00,213.0,521119.73376
1986-10-14 00:00:00+00:00,239.0,584730.5932799999
1986-10-15 00:00:00+00:00,244.0,596963.4508799999
1986-10-16 00:00:00+00:00,244.0,596963.4508799999
1986-10-17 00:00:00+00:00,234.0,572497.7356799999
1986-10-18 00:00:00+00:00,237.0,579837.45024
1986-10-19 00:00:00+00:00,233.0,570051.16416
1986-10-20 00:00:00+00:00,231.0,565158.02112
1986-10-21 00:00:00+00:00,239.0,584730.5932799999
1986-10-22 00:00:00+00:00,206.0,503993.73312
1986-10-23 00:00:00+00:00,166.0,406130.87232
1986-10-24 00:00:00+00:00,154.0,376772.01408
1986-10-25 00:00:00+00:00,156.0,381665.1571200001
1986-10-26 00:00:00+00:00,163.0,398791.15776
1986-10-27 00:00:00+00:00,154.0,376772.01408
1986-10-28 00:00:00+00:00,165.0,403684.3008
1986-10-29 00:00:00+00:00,185.0,452615.7312
1986-10-30 00:00:00+00:00,202.0,494207.44704
1986-10-31 00:00:00+00:00,211.0,516226.59072
1986-11-01 00:00:00+00:00,189.0,462402.01728
1986-11-02 00:00:00+00:00,150.0,366985.728
1986-11-03 00:00:00+00:00,148.0,362092.58496
1986-11-04 00:00:00+00:00,149.0,364539.15648
1986-11-05 00:00:00+00:00,149.0,364539.15648
1986-11-06 00:00:00+00:00,148.0,362092.58496
1986-11-07 00:00:00+00:00,147.0,359646.01344
1986-11-08 00:00:00+00:00,144.0,352306.29888
1986-11-09 00:00:00+00:00,137.0,335180.29824
1986-11-10 00:00:00+00:00,128.0,313161.15456
1986-11-11 00:00:00+00:00,121.0,296035.15392
1986-11-12 00:00:00+00:00,114.0,278909.15328
1986-11-13 00:00:00+00:00,110.0,269122.8672
1986-11-14 00:00:00+00:00,107.0,261783.15264
1986-11-15 00:00:00+00:00,105.0,256890.0096
1986-11-16 00:00:00+00:00,103.0,251996.86656
1986-11-17 00:00:00+00:00,102.0,249550.29504
1986-11-18 00:00:00+00:00,100.0,244657.152
1986-11-19 00:00:00+00:00,100.0,244657.152
1986-11-20 00:00:00+00:00,98.8,241721.266176
1986-11-21 00:00:00+00:00,98.0,239764.00896
1986-11-22 00:00:00+00:00,97.4,238296.066048
1986-11-23 00:00:00+00:00,94.8,231934.980096
1986-11-24 00:00:00+00:00,93.0,227531.15136
1986-11-25 00:00:00+00:00,93.1,227775.808512
1986-11-26 00:00:00+00:00,111.0,271569.43872000003
1986-11-27 00:00:00+00:00,146.0,357199.44191999995
1986-11-28 00:00:00+00:00,160.0,391451.4432
1986-11-29 00:00:00+00:00,154.0,376772.01408
1986-11-30 00:00:00+00:00,153.0,374325.44256
1986-12-01 00:00:00+00:00,157.0,384111.72864
1986-12-02 00:00:00+00:00,161.0,393898.01472
1986-12-03 00:00:00+00:00,155.0,379218.5856
1986-12-04 00:00:00+00:00,146.0,357199.44191999995
1986-12-05 00:00:00+00:00,147.0,359646.01344
1986-12-06 00:00:00+00:00,143.0,349859.72736
1986-12-07 00:00:00+00:00,142.0,347413.15584
1986-12-08 00:00:00+00:00,141.0,344966.58432
1986-12-09 00:00:00+00:00,139.0,340073.44128
1986-12-10 00:00:00+00:00,138.0,337626.86976
1986-12-11 00:00:00+00:00,136.0,332733.72672
1986-12-12 00:00:00+00:00,136.0,332733.72672
1986-12-13 00:00:00+00:00,135.0,330287.1552
1986-12-14 00:00:00+00:00,135.0,330287.1552
1986-12-15 00:00:00+00:00,134.0,327840.58368000004
1986-12-16 00:00:00+00:00,131.0,320500.86912
1986-12-17 00:00:00+00:00,130.0,318054.2976
1986-12-18 00:00:00+00:00,129.0,315607.72608
1986-12-19 00:00:00+00:00,131.0,320500.86912
1986-12-20 00:00:00+00:00,131.0,320500.86912
1986-12-21 00:00:00+00:00,129.0,315607.72608
1986-12-22 00:00:00+00:00,129.0,315607.72608
1986-12-23 00:00:00+00:00,128.0,313161.15456
1986-12-24 00:00:00+00:00,128.0,313161.15456
1986-12-25 00:00:00+00:00,128.0,313161.15456
1986-12-26 00:00:00+00:00,127.0,310714.58304
1986-12-27 00:00:00+00:00,127.0,310714.58304
1986-12-28 00:00:00+00:00,127.0,310714.58304
1986-12-29 00:00:00+00:00,126.0,308268.01152
1986-12-30 00:00:00+00:00,126.0,308268.01152
1986-12-31 00:00:00+00:00,128.0,313161.15456
1987-01-01 00:00:00+00:00,128.0,313161.15456
1987-01-02 00:00:00+00:00,129.0,315607.72608
1987-01-03 00:00:00+00:00,128.0,313161.15456
1987-01-04 00:00:00+00:00,126.0,308268.01152
1987-01-05 00:00:00+00:00,129.0,315607.72608
1987-01-06 00:00:00+00:00,129.0,315607.72608
1987-01-07 00:00:00+00:00,121.0,296035.15392
1987-01-08 00:00:00+00:00,114.0,278909.15328
1987-01-09 00:00:00+00:00,108.0,264229.72416
1987-01-10 00:00:00+00:00,106.0,259336.58112
1987-01-11 00:00:00+00:00,104.0,254443.43808
1987-01-12 00:00:00+00:00,104.0,254443.43808
1987-01-13 00:00:00+00:00,104.0,254443.43808
1987-01-14 00:00:00+00:00,89.9,219946.77964800005
1987-01-15 00:00:00+00:00,68.0,166366.86336
1987-01-16 00:00:00+00:00,61.1,149485.519872
1987-01-17 00:00:00+00:00,61.6,150708.805632
1987-01-18 00:00:00+00:00,67.4,164898.92044800002
1987-01-19 00:00:00+00:00,67.3,164654.263296
1987-01-20 00:00:00+00:00,67.6,165388.234752
1987-01-21 00:00:00+00:00,68.0,166366.86336
1987-01-22 00:00:00+00:00,68.0,166366.86336
1987-01-23 00:00:00+00:00,68.6,167834.806272
1987-01-24 00:00:00+00:00,68.8,168324.120576
1987-01-25 00:00:00+00:00,69.2,169302.749184
1987-01-26 00:00:00+00:00,69.6,170281.37779199998
1987-01-27 00:00:00+00:00,69.9,171015.349248
1987-01-28 00:00:00+00:00,70.9,173461.92076800004
1987-01-29 00:00:00+00:00,71.1,173951.23507199998
1987-01-30 00:00:00+00:00,70.8,173217.263616
1987-01-31 00:00:00+00:00,72.5,177376.43519999998
1987-02-01 00:00:00+00:00,72.7,177865.749504
1987-02-02 00:00:00+00:00,73.0,178599.72095999998
1987-02-03 00:00:00+00:00,71.5,174929.86368
1987-02-04 00:00:00+00:00,70.2,171749.32070399998
1987-02-05 00:00:00+00:00,69.8,170770.69209599998
1987-02-06 00:00:00+00:00,69.6,170281.37779199998
1987-02-07 00:00:00+00:00,68.9,168568.77772800002
1987-02-08 00:00:00+00:00,68.2,166856.17766400002
1987-02-09 00:00:00+00:00,68.0,166366.86336
1987-02-10 00:00:00+00:00,67.1,164164.948992
1987-02-11 00:00:00+00:00,66.4,162452.348928
1987-02-12 00:00:00+00:00,66.0,161473.72032
1987-02-13 00:00:00+00:00,66.0,161473.72032
1987-02-14 00:00:00+00:00,65.7,160739.74886400002
1987-02-15 00:00:00+00:00,64.7,158293.177344
1987-02-16 00:00:00+00:00,62.8,153644.691456
1987-02-17 00:00:00+00:00,61.7,150953.462784
1987-02-18 00:00:00+00:00,61.0,149240.86271999998
1987-02-19 00:00:00+00:00,61.0,149240.86271999998
1987-02-20 00:00:00+00:00,60.8,148751.54841599998
1987-02-21 00:00:00+00:00,59.8,146304.97689599998
1987-02-22 00:00:00+00:00,59.0,144347.71968
1987-02-23 00:00:00+00:00,56.7,138720.605184
1987-02-24 00:00:00+00:00,53.6,131136.23347200002
1987-02-25 00:00:00+00:00,55.9,136763.347968
1987-02-26 00:00:00+00:00,57.9,141656.49100799998
1987-02-27 00:00:00+00:00,54.6,133582.80499200002
1987-02-28 00:00:00+00:00,52.5,128445.0048
1987-03-01 00:00:00+00:00,53.4,130646.919168
1987-03-02 00:00:00+00:00,56.2,137497.319424
1987-03-03 00:00:00+00:00,56.2,137497.319424
1987-03-04 00:00:00+00:00,55.7,136274.03366400002
1987-03-05 00:00:00+00:00,52.6,128689.661952
1987-03-06 00:00:00+00:00,49.8,121839.261696
1987-03-07 00:00:00+00:00,47.8,116946.118656
1987-03-08 00:00:00+00:00,46.9,114744.204288
1987-03-09 00:00:00+00:00,46.4,113520.918528
1987-03-10 00:00:00+00:00,46.9,114744.204288
1987-03-11 00:00:00+00:00,45.7,111808.318464
1987-03-12 00:00:00+00:00,41.2,100798.746624
1987-03-13 00:00:00+00:00,39.7,97128.889344
1987-03-14 00:00:00+00:00,38.8,94926.97497599998
1987-03-15 00:00:00+00:00,38.0,92969.71776
1987-03-16 00:00:00+00:00,37.0,90523.14624
1987-03-17 00:00:00+00:00,35.7,87342.603264
1987-03-18 00:00:00+00:00,35.0,85630.00319999999
1987-03-19 00:00:00+00:00,35.1,85874.66035199999
1987-03-20 00:00:00+00:00,34.8,85140.68889599999
1987-03-21 00:00:00+00:00,31.9,78045.631488
1987-03-22 00:00:00+00:00,36.5,89299.86047999999
1987-03-23 00:00:00+00:00,33.0,80736.86016
1987-03-24 00:00:00+00:00,35.9,87831.91756799999
1987-03-25 00:00:00+00:00,50.3,123062.547456
1987-03-26 00:00:00+00:00,65.5,160250.43456
1987-03-27 00:00:00+00:00,58.3,142635.11961599998
1987-03-28 00:00:00+00:00,82.8,202576.121856
1987-03-29 00:00:00+00:00,76.5,187162.72128
1987-03-30 00:00:00+00:00,78.4,191811.207168
1987-03-31 00:00:00+00:00,77.8,190343.264256
1987-04-01 00:00:00+00:00,93.0,227531.15136
1987-04-02 00:00:00+00:00,101.0,247103.72352
1987-04-03 00:00:00+00:00,79.7,194991.750144
1987-04-04 00:00:00+00:00,76.4,186918.064128
1987-04-05 00:00:00+00:00,74.2,181535.606784
1987-04-06 00:00:00+00:00,78.8,192789.835776
1987-04-07 00:00:00+00:00,83.9,205267.350528
1987-04-08 00:00:00+00:00,103.0,251996.86656
1987-04-09 00:00:00+00:00,114.0,278909.15328
1987-04-10 00:00:00+00:00,131.0,320500.86912
1987-04-11 00:00:00+00:00,141.0,344966.58432
1987-04-12 00:00:00+00:00,136.0,332733.72672
1987-04-13 00:00:00+00:00,131.0,320500.86912
1987-04-14 00:00:00+00:00,117.0,286248.86784
1987-04-15 00:00:00+00:00,97.3,238051.408896
1987-04-16 00:00:00+00:00,89.1,217989.522432
1987-04-17 00:00:00+00:00,88.4,216276.922368
1987-04-18 00:00:00+00:00,105.0,256890.0096
1987-04-19 00:00:00+00:00,106.0,259336.58112
1987-04-20 00:00:00+00:00,104.0,254443.43808
1987-04-21 00:00:00+00:00,110.0,269122.8672
1987-04-22 00:00:00+00:00,127.0,310714.58304
1987-04-23 00:00:00+00:00,138.0,337626.86976
1987-04-24 00:00:00+00:00,145.0,354752.8704
1993-04-09 00:00:00+00:00,156.0,381665.1571200001
1993-04-10 00:00:00+00:00,154.0,376772.01408
1993-04-11 00:00:00+00:00,152.0,371878.87104
1993-04-12 00:00:00+00:00,161.0,393898.01472
1993-04-13 00:00:00+00:00,159.0,389004.87168
1993-04-14 00:00:00+00:00,190.0,464848.5888
1993-04-15 00:00:00+00:00,188.0,459955.44576
1993-04-16 00:00:00+00:00,199.0,486867.73248
1993-04-17 00:00:00+00:00,173.0,423256.87296
1993-04-18 00:00:00+00:00,144.0,352306.29888
1993-04-19 00:00:00+00:00,177.0,433043.15904
1993-04-20 00:00:00+00:00,185.0,452615.7312
1993-04-21 00:00:00+00:00,177.0,433043.15904
1993-04-22 00:00:00+00:00,180.0,440382.8736
1993-04-23 00:00:00+00:00,182.0,445276.01664
1993-04-24 00:00:00+00:00,181.0,442829.44512
1993-04-25 00:00:00+00:00,174.0,425703.44448
1993-04-26 00:00:00+00:00,179.0,437936.30208
1993-04-27 00:00:00+00:00,168.0,411024.01536
1993-04-28 00:00:00+00:00,163.0,398791.15776
1993-04-29 00:00:00+00:00,160.0,391451.4432
1993-04-30 00:00:00+00:00,121.0,296035.15392
1993-05-01 00:00:00+00:00,147.0,359646.01344
1993-05-02 00:00:00+00:00,176.0,430596.58752
1993-05-03 00:00:00+00:00,185.0,452615.7312
1993-05-04 00:00:00+00:00,202.0,494207.44704
1993-05-05 00:00:00+00:00,204.0,499100.59008
1993-05-06 00:00:00+00:00,188.0,459955.44576
1993-05-07 00:00:00+00:00,157.0,384111.72864
1993-05-08 00:00:00+00:00,158.0,386558.30016
1993-05-09 00:00:00+00:00,179.0,437936.30208
1993-05-10 00:00:00+00:00,176.0,430596.58752
1993-05-11 00:00:00+00:00,161.0,393898.01472
1993-05-12 00:00:00+00:00,168.0,411024.01536
1993-05-13 00:00:00+00:00,168.0,411024.01536
1993-05-14 00:00:00+00:00,178.0,435489.73056
1993-05-15 00:00:00+00:00,124.0,303374.86848
1993-05-16 00:00:00+00:00,116.0,283802.29632
1993-05-17 00:00:00+00:00,155.0,379218.5856
1993-05-18 00:00:00+00:00,167.0,408577.44384
1993-05-19 00:00:00+00:00,163.0,398791.15776
1993-05-20 00:00:00+00:00,165.0,403684.3008
1993-05-21 00:00:00+00:00,152.0,371878.87104
1993-05-22 00:00:00+00:00,164.0,401237.72928
1993-05-23 00:00:00+00:00,177.0,433043.15904
1993-05-24 00:00:00+00:00,171.0,418363.72992
1993-05-25 00:00:00+00:00,129.0,315607.72608
1993-05-26 00:00:00+00:00,119.0,291142.01088
1993-05-27 00:00:00+00:00,123.0,300928.29696
1993-05-28 00:00:00+00:00,148.0,362092.58496
1993-05-29 00:00:00+00:00,140.0,342520.0128
1993-05-30 00:00:00+00:00,180.0,440382.8736
1993-05-31 00:00:00+00:00,182.0,445276.01664
1993-06-01 00:00:00+00:00,193.0,472188.30336
1993-06-02 00:00:00+00:00,210.0,513780.0192
1993-06-03 00:00:00+00:00,217.0,530906.01984
1993-06-04 00:00:00+00:00,215.0,526012.8768
1993-06-05 00:00:00+00:00,226.0,552925.1635200001
1993-06-06 00:00:00+00:00,194.0,474634.87488
1993-06-07 00:00:00+00:00,213.0,521119.73376
1993-06-08 00:00:00+00:00,211.0,516226.59072
1993-06-09 00:00:00+00:00,201.0,491760.87552
1993-06-10 00:00:00+00:00,194.0,474634.87488
1993-06-11 00:00:00+00:00,224.0,548032.02048
1993-06-12 00:00:00+00:00,246.0,601856.59392
1993-06-13 00:00:00+00:00,247.0,604303.16544
1993-06-14 00:00:00+00:00,220.0,538245.7344
1993-06-15 00:00:00+00:00,213.0,521119.73376
1993-06-16 00:00:00+00:00,200.0,489314.304
1993-06-17 00:00:00+00:00,215.0,526012.8768
1993-06-18 00:00:00+00:00,224.0,548032.02048
1993-06-19 00:00:00+00:00,216.0,528459.44832
1993-06-20 00:00:00+00:00,221.0,540692.30592
1993-06-21 00:00:00+00:00,227.0,555371.73504
1993-06-22 00:00:00+00:00,223.0,545585.44896
1993-06-23 00:00:00+00:00,251.0,614089.45152
1993-06-24 00:00:00+00:00,269.0,658127.73888
1993-06-25 00:00:00+00:00,259.0,633662.02368
1993-06-26 00:00:00+00:00,253.0,618982.59456
1993-06-27 00:00:00+00:00,247.0,604303.16544
1993-06-28 00:00:00+00:00,245.0,599410.0224
1993-06-29 00:00:00+00:00,251.0,614089.45152
1993-06-30 00:00:00+00:00,274.0,670360.59648
1993-07-01 00:00:00+00:00,267.0,653234.59584
1993-07-02 00:00:00+00:00,256.0,626322.30912
