date,max_temp(C),min_temp(C),avg_temp(C)
1996-03-29 00:00:00+00:00,7.5,6.8,7.1
1996-03-30 00:00:00+00:00,7.6,6.8,7.2
1996-03-31 00:00:00+00:00,7.4,6.8,7.2
1996-04-01 00:00:00+00:00,7.7,6.8,7.2
1996-04-02 00:00:00+00:00,8.1,7.2,7.5
1996-04-03 00:00:00+00:00,7.9,7.0,7.5
1996-04-04 00:00:00+00:00,8.0,7.3,7.6
1996-04-05 00:00:00+00:00,8.1,7.4,7.7
1996-04-06 00:00:00+00:00,8.5,,
1996-04-07 00:00:00+00:00,8.7,7.9,8.3
1996-04-08 00:00:00+00:00,9.1,8.3,8.6
1996-04-09 00:00:00+00:00,9.5,8.6,9.1
1996-04-10 00:00:00+00:00,9.6,8.8,9.2
1996-04-11 00:00:00+00:00,9.4,8.8,9.2
1996-04-12 00:00:00+00:00,9.6,8.9,9.3
1996-04-13 00:00:00+00:00,9.9,9.2,9.6
1996-04-17 00:00:00+00:00,10.5,9.8,10.2
1996-04-18 00:00:00+00:00,10.5,9.9,10.2
1996-04-19 00:00:00+00:00,10.3,9.8,10.1
1996-04-20 00:00:00+00:00,10.7,9.9,10.2
1996-04-21 00:00:00+00:00,10.3,9.7,10.0
1996-04-22 00:00:00+00:00,9.9,9.6,9.8
1996-04-23 00:00:00+00:00,9.7,9.3,9.5
1996-04-24 00:00:00+00:00,10.1,9.3,9.6
1996-04-25 00:00:00+00:00,9.8,9.2,9.5
1996-04-26 00:00:00+00:00,10.0,9.2,9.6
1996-04-27 00:00:00+00:00,10.2,9.3,9.7
1996-04-28 00:00:00+00:00,10.5,9.6,9.9
1996-04-29 00:00:00+00:00,10.7,10.0,10.2
1996-04-30 00:00:00+00:00,10.6,10.1,10.3
1996-05-01 00:00:00+00:00,10.5,9.9,10.2
1996-05-02 00:00:00+00:00,10.4,9.9,10.2
1996-05-03 00:00:00+00:00,10.6,10.0,10.3
1996-05-04 00:00:00+00:00,10.7,10.1,10.3
1996-05-05 00:00:00+00:00,10.8,10.1,10.4
1996-05-06 00:00:00+00:00,10.9,10.2,10.5
1996-05-07 00:00:00+00:00,11.0,10.1,10.5
1996-05-08 00:00:00+00:00,11.1,10.2,10.6
1996-05-09 00:00:00+00:00,11.3,10.4,10.8
1996-05-10 00:00:00+00:00,11.4,10.7,11.0
1996-05-11 00:00:00+00:00,11.5,10.9,11.2
1996-05-12 00:00:00+00:00,11.8,11.0,11.4
1996-05-13 00:00:00+00:00,11.9,11.5,11.7
1996-05-14 00:00:00+00:00,12.2,11.6,11.9
1996-05-15 00:00:00+00:00,12.4,11.7,12.0
1996-05-16 00:00:00+00:00,12.5,11.9,12.2
1996-05-17 00:00:00+00:00,12.8,12.0,12.3
1996-05-18 00:00:00+00:00,12.5,12.0,12.2
1996-05-19 00:00:00+00:00,12.7,12.0,12.3
